43,43000,0.500331,1.58283e-06,0.0012581,0.0833434,0.000394003
44,44000,0.500956,2.59588e-06,0.00161117,0.0835913,0.000287019
45,45000,0.499435,1.2805e-06,0.00113159,0.0828995,0.00030219
46,46000,0.499284,2.04746e-06,0.0014309,0.0838291,0.000283206
47,47000,0.497587,1.79522e-06,0.00133986,0.0831165,0.000307451
48,48000,0.499037,1.50426e-06,0.00122648,0.0833593,0.000348802
49,49000,0.501162,1.60431e-06,0.00126661,0.0837962,0.000325582
50,50000,0.4977,1.28852e-06,0.00113513,0.0835674,0.000335492
51,51000,0.499869,1.84992e-06,0.00136012,0.0834285,0.000282744
52,52000,0.500629,1.59878e-06,0.00126443,0.0830866,0.000327535
53,53000,0.500559,1.82617e-06,0.00135136,0.0835489,0.000345298
54,54000,0.499676,1.34455e-06,0.00115955,0.0832727,0.000330995
55,55000,0.498438,1.73907e-06,0.00131874,0.0829155,0.00024627
56,56000,0.500343,1.53436e-06,0.00123869,0.0832109,0.000327517
57,57000,0.49872,1.12894e-06,0.00106252,0.0835726,0.000335834
58,58000,0.49875,1.67845e-06,0.00129555,0.0833599,0.000294779
59,59000,0.500581,1.07409e-06,0.00103638,0.0831556,0.000277856
60,60000,0.500166,1.76835e-06,0.00132979,0.0834793,0.000321382
61,61000,0.500111,1.39507e-06,0.00118113,0.0830573,0.000308387
62,62000,0.50113,1.5922e-06,0.00126182,0.0832779,0.000284452
63,63000,0.499546,1.03252e-06,0.00101613,0.0829139,0.000292557
64,64000,0.500573,7.70643e-07,0.000877863,0.0834822,0.000282899
65,65000,0.501164,9.79325e-07,0.000989609,0.0827122,0.00029596
66,66000,0.501224,8.39351e-07,0.000916161,0.0830702,0.000265712
67,67000,0.49918,1.4232e-06,0.00119298,0.0833561,0.000267528
68,68000,0.500467,1.17833e-06,0.00108551,0.0832865,0.000285893
69,69000,0.500188,1.30319e-06,0.00114158,0.0831718,0.000272869
70,70000,0.500817,1.19854e-06,0.00109478,0.0828595,0.00029325
71,71000,0.49936,9.27622e-07,0.000963131,0.0832157,0.000287298
72,72000,0.501257,9.51623e-07,0.000975512,0.0829381,0.000259473
73,73000,0.498919,1.09799e-06,0.00104785,0.0831348,0.00024724
74,74000,0.498205,1.07802e-06,0.00103828,0.083363,0.000260787
75,75000,0.501442,1.03145e-06,0.0010156,0.0832316,0.000279139
76,76000,0.498953,1.46228e-06,0.00120925,0.083195,0.000246388
77,77000,0.500322,9.72854e-07,0.000986334,0.0832708,0.000265958
78,78000,0.498479,1.20627e-06,0.0010983,0.0832452,0.000292134
79,79000,0.498292,1.30313e-06,0.00114155,0.0835711,0.000241292
80,80000,0.499922,9.31652e-07,0.000965221,0.0837329,0.000261134
81,81000,0.501378,8.85697e-07,0.000941115,0.0838237,0.000241325
82,82000,0.500397,1.0964e-06,0.00104709,0.0834643,0.000282274
83,83000,0.499236,9.68903e-07,0.000984329,0.0836701,0.000237493
84,84000,0.499873,1.3192e-06,0.00114857,0.0835065,0.000270318
85,85000,0.500122,1.15473e-06,0.00107458,0.08358,0.000272765
86,86000,0.499015,7.94975e-07,0.000891613,0.0831904,0.00019928
87,87000,0.499192,8.82891e-07,0.000939623,0.0834608,0.000245811
88,88000,0.499635,9.30235e-07,0.000964487,0.0830746,0.000228825
89,89000,0.498506,9.24597e-07,0.00096156,0.0832036,0.000295104
90,90000,0.499945,7.66773e-07,0.000875656,0.0832784,0.000248002
91,91000,0.498901,9.76222e-07,0.000988039,0.0837953,0.000261178
92,92000,0.499725,8.64161e-07,0.000929602,0.0832428,0.000236741
93,93000,0.500146,9.1856e-07,0.000958415,0.0836027,0.000236747
94,94000,0.500001,7.95517e-07,0.000891917,0.0835071,0.000230863
95,95000,0.499347,1.06214e-06,0.0010306,0.0832898,0.000223335
96,96000,0.499247,7.97402e-07,0.000892973,0.0835385,0.000252531
97,97000,0.499958,8.61322e-07,0.000928074,0.0831702,0.00024512
98,98000,0.500631,6.55735e-07,0.000809775,0.0832871,0.000236863
99,99000,0.499097,8.63372e-07,0.000929178,0.0836673,0.00024125
100,100000,0.500505,9.85723e-07,0.000992836,0.083385,0.000246949
